Campaign,Project,Item,ItemId,Asset,AssetId,AssetStatus,DownloadUrl,Transcription,Tags
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; M-O",mss37820023,mss37820023-61,11012,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-054:02:0061/full/pct:100/0/default.jpg,"September 2, 1963
Chicago, Illinois
Chicago White Sox vs Los Angeles

OSINSKI, DANIEL (Los Angeles Pitcher)

Right hander, thirty year old.  Fast ball 
looked pretty good. Curve ball went everywhere.  He 
does not have the stuff that the Cardinals need to win 
a pennant.

BRANCH RICKEY

cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; M-O",mss37820023,mss37820023-62,11013,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-054:02:0062/full/pct:100/0/default.jpg,"Chicago, Illinois
July 16, 1963
Chicago White Sox vs. Senators

OSTEEN, CLAUDE (Washington Pitcher)

Left hand pitcher with Washington.  
Unimpressive. Fair fast ball, fair curve.  Run of the 
mine.

BRANCH RICKEY",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-1,11014,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0001/full/pct:100/0/default.jpg,"BRANCH RICKEY                             BASEBALL FILE       SCOUTING REPORTS     1963                       E-J
Box 53  Folder 13",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-2,11015,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0002/full/pct:100/0/default.jpg,"March 18, 1963
St. Louis vs. Detroit
Lakeland, Florida

EAGAN (Detroit Pitcher)


Left hand pitcher Eagan. Get him if you can.

BRANCH RICKEY",Detroit; Branch Rickey; Eagan; Pitcher
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-3,11016,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0003/full/pct:100/0/default.jpg,"March 14, 1963

EDWARDS, JOHN (CINCINNATI)

A fine catcher.  A perfect body checker, a good arm, and a power at the plate.  He is game, - unafraid and apparently quite intelligent.  I think he handles pitchers with good judgment and he acts, on the field, as if he were captain of the team.  Haller is the only catcher in the National League in his class.

Branch Rickey",Acts as if captain on field; John Edwards; Unafraid; Haller; Good arm; Intelligent; Power at the plate; Catcher; Edwards; Good judgment; Perfect body catcher
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-4,11017,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0004/full/pct:100/0/default.jpg,"Cincinnati, Ohio
May 2, 1963
Cincinnati vs Milwaukee

EDWARDS, JOHN

The Cincinnati club has the best catcher in the business. He is high class as a receiver, has a  really great arm, a good batsman with power, and he can run with surprising speed. He is a big youngster and has marked competitive spirit an shows leadership in every direction.

BRANCH RICKEY",John Edwards
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-5,11018,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0005/full/pct:100/0/default.jpg,"St. Louis, Missouri
May 1, 1963
St. Louis vs Chicago

Ellsworth, Dick (Chicago Pitcher)

Left hand pitcher, 22 years old, 6'4"" tall. Good speed and good curve. Impresses me with nervousness. Probably a fine future pitcher.

Branch Rickey",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-6,11019,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0006/full/pct:100/0/default.jpg,"St. Louis, Missouri
May 1, 1963
St. Louis vs Chicago

ELSTON, DON (Chicago Pitcher)

Right hand relief pitcher with Chicago.  I do not consider him a high class relief man as he is generally regarded to be.  He lacked control the few times I have seen him.  However, his earned run average has been uniformly good down through the years.  He is 34 years of age.

BRANCH RICKEY",Lacked control; Right hand relief pitcher; St Louis Missouri; 34 years old; Chicago; Good Earned Run Average ERA; Don Elston; Elston
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-7,11020,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0007/full/pct:100/0/default.jpg,"August 13, 1963
Bismark, North Dakota

Erickson, Dale

Did not see. He was disabled.

Branch Rickey
cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-8,11021,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0008/full/pct:100/0/default.jpg,"Cleveland, Ohio
July 27, 1963
Cleveland vs Kansas City

Esposito, Sam (Kansas City Second Baseman)

Good utility man on a second division club. Our club not interested.

Branch Rickey

cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-9,11022,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0009/full/pct:100/0/default.jpg,"St. Louis, Missouri
May 8, 1963
St. Louis vis Los Angeles

FAIRLEY, RON (Los Angeles Outfielder - First Baseman)

I have seen Fairley in six games this year and he has hit for a high average against St. Louis in these six games.  However, I have not seen Fairley look good on a single change up.  There is nothing in his stride, swing, or timing that would mark him as weak on change-ups. He is a power hitter but definitely likes fast stuff.

He never gets a lead or a break as a base runner.

BRANCH RICKEY ",Hit for high average against St Louis; Los Angeles; Power hitter; St Louis; Outfielder; Ron Fairley; First Baseman; Fairley
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-10,11023,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0010/full/pct:100/0/default.jpg,"March 19, 1963

FANOK, HARRY

This fellow should be brought to 'taw'. He 
should be made to throw his fast ball overhand, not 
exclusively, but dominantly and should be worked on 
diligently on a change-up off his fast ball. This is 
important. Fanok can pitch in the major league and on 
this club, pennant-wise. He must have constant attention. 

BRANCH RICKEY",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-11,11024,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0011/full/pct:100/0/default.jpg,"4:30 P.M.
Monday, April 1, 1963
St. Louis vs. Phillies

FANOK, HARRY
Fanok pitched the last three innings. In the eighth inning, out of 24 successive pitches, 22 were fast balls. The other two were change-ups off his fast ball.
Obviously, catcher McCarver was instructed to pitch only
the fast ball and change-ups, - a directive that may have
had good purpose.

When he got a bit wild with his fast ball, he
dropped his delivery from overhand to three-quarters 
and a couple of times even lower than three-quarters.

Fanok's body is built for good action, and should
be an alert fielder of his position. This boy has great
possibility of being a good pitcher on the Cardinal club 
in 1963 but there is an equal if not stronger possibility 
that he will be a disappointment.

I reserve an opinion on the probabilities until later  If he should become an 'intelligent' pitcher with strike control and self-control, he will have arrived.

BRANCH RICKEY",Harry Fanok
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-12,11025,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0012/full/pct:100/0/default.jpg,"St. Louis, Missouri
May 1, 1963
St. Louis vs Chicago

FANOK, HARRY
Against Chicago tonight in relief, he was 
simply a fast ball thrower. Other stuff seldom used 
and not over when used.

BRANCH RICKEY",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-13,11026,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0013/full/pct:100/0/default.jpg,"Cincinnati, Ohio
May 3, 1963
St. Louis vs Cincinnati

FANOK, HARRY

Fanok, in relief, was simply a thrower.  One fast ball after another with no spot pitching intent at anytime.  He simply reared back and threw hard and tried to get it over the plate.  Nervous, pressing, impatient to pitch, but

Worst of all, with men on bases he brings both hands as high as his chin in a preliminary move before he pitches.  Only a 'thrower' this evening.

I am afraid it will take a long time, possibly seven years, for this boy to become a master pitcher.  It is just too bad because he has the stuff to make him great.

BRANCH RICKEY",Preliminary pitching move; Cincinnati Ohio; Impatient to pitch; Relief pitcher; Thrower; Nervous; Fonok; Pressing; St Louis; Harry Fonok
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-14,11027,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0014/full/pct:100/0/default.jpg,"Brunswick, Ga.
July 29, 1963
Brunswick vs Moultrie

FARRELL, RICH (Brunswick Infielder)
Batting form is good. 
BRANCH RICKEY

Brunswick, Ga.
July 31, 1963
I would have more of a look at him. His future probably depends upon his hitting.
BRANCH RICKEY
cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-15,11028,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0015/full/pct:100/0/default.jpg,"Brunswick, Ga. 
August 2, 1963

FARRELL, RICH

The Howe averages can do the 1963 scouting for me on this player.

BRANCH RICKEY
cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-16,11029,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0016/full/pct:100/0/default.jpg,"August 10, 1963
Billings, Montana
Billings vs Boise

FAULKNER, WARDELL ""ZEKE""

A colored boy, left hand hitter, as fast as Harris. Throws right, bats left. This 
outfielder, Zeke Faulkner, shows gradual improvement in all directions. He is 21 years of age and completing his third year in the minor league.

It is said that the left hander's bother Zeke very much. If so, he should switch 
hit. This boy could become a good pest hitter and a fine base runner. I would consider him for the fall camp in Florida.
BRANCH RICKEY

His arm did not strike me as great 
at all but I can't say that it is below average. 
His arm is strong enough. Should be advanced to a
higher classification club next year.

BRANCH RICKEY

cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-17,11030,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0017/full/pct:100/0/default.jpg,"September 7, 1963
Tulsa, Oklahoma
Tulsa vs Amarillo

FAULKNER, KEN (Armarillo Outfielder)

If colored outfielder, Faulker is a young kid, he should be followed up.  He looks good at the plate and he can run.

BRANCH RICKEY

cc - Mr. Bing Devine",Ken Faulkner; Can run; Tulsa Oklahoma; Colored; Bing Devine; Faulkner; Good at plate; Amarillo; Outfield
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-18,11031,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0018/full/pct:100/0/default.jpg,"Brunswick, Ga.
July 29, 1963
Brunswick vs Moultrie

FERREND, RAY (Moultrie Infielder)

Right hand hitter. Well built. Has power. Perfect form, - should hit.

BRANCH RICKEY

cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-19,11032,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0019/full/pct:100/0/default.jpg,"Brunswick, Ga.
August 1, 1963
Brunswick vs Thomasville

FINN, FRAN ""MICKEY""

18 years old. Connecticut boy. 160 pounds. Right hand thrower, left hand hitter. He does everything well. Not a great runner, but a good runner. Not a great arm, but a good arm. Not a power hitter, but a good hitter. He has adventure.  A team of Mickey Finns' would be a hard team to beat in any minor league. Hold him.

BRANCH RICKEY
cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-20,11033,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0020/full/pct:100/0/default.jpg,"Brunswick, Ga.
August 2, 1963

FINN, FRAN ""MICKEY""

He is not a slow runner.  Average.  He makes the most of his speed.  I would call him a good base runner.  He has a head and he uses it.  He has an average arm and he knows how to use that too.  He is not set up at the plate.  He is the Stanky type of ball player.  The best all-around member of the Brunswick club.

I would hold him.

Under no circumstances, however, should he be invited to the Fall camp in Florida.  He may hit around .300 in this Georgia League and if so, it would not surprise me at all if Mickey could play with Tulsa next year.

BRANCH RICKEY

cc - Mr. Bing Devine",Stanky type of ball player; Fran Finn; Average arm; George League; Mickey Finn; Finn; Average runner; Tulsa; Brunswick club; Best all-around; Good base runner; Brunswick Ga
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-21,11034,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0021/full/pct:100/0/default.jpg,"August 12, 1963
Bismark, North Dakota
Winnipeg vs Bismark-Mandan

FINN, FRAN ""MICKEY""

Here is a word that might be said to Mickey Finn. ""The fast ball on the outside corner is very away far from you. You can hardly reach it and it really is a strike.""

BRANCH RICKEY

cc - Mr. Bing Devine ",Micky Finn
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-22,11035,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0022/full/pct:100/0/default.jpg,"March 19, 1963

FIREK, JAN
A $12,500 bonus boy. He should be placed 
outright. His record for 1963 will not sell him 
and probably not draft him. Well built boy, big 
and young. Made no great impression in any 
direction. Should become a power hitter. Can he
run? Or throw?

BRANCH RICKEY

",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-23,11036,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0023/full/pct:100/0/default.jpg,"March 30, 1963
Hollywood, Florida
Atlanta-vs-Richmond

FIREK, JAN
If this young right hand hitting outfielder were 
to be played regularly on the Atlanta club in 1963, I 
would be surprised if he would hit very much over .200
Further, I would not be surprised if he were to be high
up in the strike out records. He was born with good form
and has ample power. Should go to a low league.

BRANCH RICKEY",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-24,11037,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0024/full/pct:100/0/default.jpg,"April 4, 1963

FIREK, JAN
If Firek is sent out an option from the Cardinal club, he should be sent to a low classification league. It is easy and helpful to promote a player but to demote a youngster constantly or even once during the season can be very discouraging and in any event delay the normal progress in the player's development.

BRANCH RICKEY
",Jan Firek
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-25,11038,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0025/full/pct:100/0/default.jpg,"March 26, 1963
Clearwater, Fla.

FLOOD, CURT

Got a good arm.  Knows how to throw.  Runs with the ball everytime he gets it before he throws.  Too bad.  Otherwise, this boy approaches perfection, - meaning that he has pushed his ability up to his capacity.

BRANCH RICKEY",Clearwater Fla; Good arm; Flood; Approaches perfection; Curt Flood; Knows hot to throw
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-26,11039,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0026/full/pct:100/0/default.jpg,"May 26, 1963
St. Louis vs New York Mets

FLOOD, CURT

I don't believe that Flood knows the value of a base
on balls, and most certainly he doesn't know how much it
would add to his own value if he got more of them. He
seldom takes the first pitch if it is close and he almost
never ""takes"" one and nothing and three and one. He commits
himself in advance to hit all cripples. Groat, White, Boyer, 
Musial, Altman and others get more bases on balls than Flood
does. Most of them exceed him very much on the basis of
comparative times at bat. This criticism cannot be very 
sharp or pointed because Curt is not a puny hitter. He rates
close to 50% on power, which offers pretty good argument
that he should hit the cripple frequently with men on bases.

BRANCH RICKEY",Curt Flood
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-27,11040,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0027/full/pct:100/0/default.jpg,"New York, N.Y.
July 25, 1963
Los Angeles (AL vs New York (AL)

FOILES, HENRY (Los Angeles Angeles Catcher)

A fine person.  Right hand hitting catcher and of no interest to St. Louis.

BRANCH RICKEY

cc - Mr. Bing Devine",Foiles; Bing Devine; Los Angeles; New York; St Louis; Right handed hitting catcher; Henry Foiles
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-28,11041,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0028/full/pct:100/0/default.jpg,"Cleveland, Ohio
July 24, 1963
Cleveland vs Minnesota

FRANCONA, TITO (Cleveland Outfielder)

Left hander all the way. Some power.
Let Cleveland keep him. We can't build a pennant
winning club out of Franconas'.
BRANCH RICKEY
cc - Mr. Bing Devine",
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-29,11042,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0029/full/pct:100/0/default.jpg,"May 2, 1963
Cincinnati, Ohio
Cincinnati vs Milwaukee

FREESE, GENE (Cincinnati Infielder)

In culture, an alley production from the slums,  but a good athlete. Ample power as a batsman, good average runner, arm satisfactory. A championship club can carry Freese but I don't believe 25 Freeses' would win a National League pennant.

BRANCH RICKEY",Gene Freese; Gene Freese
Branch Rickey: Changing the Game,Scouting reports,"Branch Rickey Papers: Baseball File, 1906-1971; Scouting reports; 1963; E-J",mss37820021,mss37820021-30,11043,completed,http://tile.loc.gov/image-services/iiif/service:mss:mss37820:mss37820-053:13:0030/full/pct:100/0/default.jpg,"Cincinnati, Ohio
May 2, 1963
Cincinnati vs Milwaukee

GABRIELSON, LEN

A 6'4"", 23 year old left hand hitting infielder-outfielder-first baseman with Milwaukee.  A good power hitter.  I would guess him to be above 50% in this respect, and he stays off bad pitches.  Knows the strike zone.  He can run above average.  St. Louis would do well to get Gabrielson in any player deal.

BRANCH RICKEY",Outfielder; Above average running; Power hitter; Infielder; St Louis; Cincinnati Ohio; 23 years old; Len Gabrielson; Knows strike zone; Left hand hitting; Gabrielson; First baseman; Milwaukee
